Material	EAN	DescricaoCompleta	SubGrupo	quantidade	custoMedio
400006989	7,90802E+12	COBAPETIT XPE 100 ML COBAMAMIDA CIF.	CIFARMA PROPAGANDA	0	0
400006886	7,90802E+12	ORALDRAT PO NATURAL 4 ENV SOD+ASS CIF.	CIFARMA PROPAGANDA	0	0
400006885	7,90802E+12	ORALDRAT PO LARANJA 4 ENV SOD+ASS CIF.	CIFARMA PROPAGANDA	0	0
400006883	7,90802E+12	ORALDRAT PO AGUA COCO 4 ENV CIF.	CIFARMA PROPAGANDA	0	0
400006884	7,90802E+12	ORALDRAT PO GUARANA 4 ENV SOD+ASS CIF.	CIFARMA PROPAGANDA	0	0
400006875	7,90802E+12	LACPLUS SALADA DE FRUTAS 120 ML CIF.	CIFARMA PROPAGANDA	0	0
400006874	7,90802E+12	LACPLUS AMEIXA 120 ML LACTULOSE CIF.	CIFARMA PROPAGANDA	0	0
400006902	7,90802E+12	UREPLUS 10 HIDR ALOE VERA CR 150 G CIF.	CIFARMA PROPAGANDA	0	0
400006903	7,90802E+12	UREPLUS 3 HIDR ALOE VERA CR 150G CIF.	CIFARMA PROPAGANDA	0	0
400006992	7,90802E+12	FORTEKIDS PLUS 120 ML CIF.	CIFARMA PROPAGANDA	0	0
400006972	7,90802E+12	ACICLOVIR G. CIF 50 MG/G CR 10 G	CIFARMA PROPAGANDA	0	0
400006974	7,90802E+12	ALGEST.+ESTRAD.G.CIF 150/1 MG/ML INJ 1AP	CIFARMA PROPAGANDA	0	0
400006909	7,90802E+12	NORETIST.+ESTR. G. CIF 50/5MG/ML  AP+SER	CIFARMA PROPAGANDA	0	0
400006905	7,90802E+12	PREGNOLAN SOL INJT 150+10MG/ML 01AP CIF.	CIFARMA PROPAGANDA	0	0
400006877	7,90802E+12	LINOFEME 0,15/0,03 MG 21 CP CIF.	CIFARMA PROPAGANDA	0	0
400005884	7,90803E+12	SEIVA DE ALFAZ.COL.MAISDERMA 120ML AVO.	AVVIO	0	0
400005885	7,90803E+12	SEIVA DE ALFAZ.COL.MAISDERMA 500ML AVO.	AVVIO	0	0
400005886	7,90803E+12	BALSAMO MENTOLADO BEMRUB 30G AVO.	AVVIO	0	0
400005887	7,90803E+12	PERIOASSEPT ANTIS.BUCAL C/ALC.250ML AVO.	AVVIO	0	0
400005888	7,90803E+12	PERIOASSEPT ANTIS.BUCAL S/ALC.250ML AVO.	AVVIO	0	0
400005890	7,90803E+12	CREME ANTIVARIZES VENOCHEA 300G AVO.	AVVIO	0	0
400005891	7,90803E+12	CREME HIDR.DIABET.DIABETYLL 300G AVO.	AVVIO	0	0
400005896	7,90803E+12	OLEO CAP ABACATE+ARGAN 60ML AVO.	AVVIO	0	0
400005897	7,90803E+12	OLEO CAP PURO RICINO 60ML AVO.	AVVIO	0	0
400005898	7,90803E+12	OLEO CAP E CORP AMENDOAS 120ML AVO.	AVVIO	0	0
400005899	7,90803E+12	OLEO CAP E CORP ROSA MOSQUETA 120ML AVO.	AVVIO	0	0
400005900	7,90803E+12	OLEO CAP E CORP COCO 120ML AVO.	AVVIO	0	0
400005901	7,90803E+12	BICARBONATO DE SODIO PO 80G AVO.	AVVIO	0	0
400005902	7,90803E+12	BICARBONATO DE SODIO PO 100G AVO.	AVVIO	0	0
400005903	7,90803E+12	GLICERINA PURA 100ML AVO.	AVVIO	0	0
400005904	7,90803E+12	GLICERINA ALOE VERA COSM.100ML AVO.	AVVIO	0	0
400006512	7,90803E+12	CANELA VELHO C/ SEBO CARNEIRO 150G AVO.	AVVIO	0	0
400006746	7,90803E+12	DEO COLONIA LAVANDA 200ML AVO.	AVVIO	0	0
400005905	7,90803E+12	VASELINA C/ VITAMINA E 100ML AVO.	AVVIO	0	0
400005906	7,90803E+12	OLEO ROSA MOSQUETA PURO+VIT E 50ML AVO.	AVVIO	0	0
400006514	7,90803E+12	LOCAO ANTIQUEDA NASCETRAT 120ML AVO.	AVVIO	0	0
400005895	7,90803E+12	OLEO CAP E CORP ROSA MOSQUETA 35ML AVO.	AVVIO	0	0
400006511	7,90803E+12	BICARBONATO DE SODIO SACHE 80G AVO.	AVVIO	0	0
400007278	7,90803E+12	DERMAHIGI SAB LIQ INT FLORAL 2UN 200ML	AVVIO	0	0
400007280	7,90803E+12	DERMAHIGI SAB LIQ INT FRESH 2UN 200ML	AVVIO	0	0
400007276	7,90803E+12	SAB LIQ INT AROEIRA DERMA. 2UN 200ML AVO	AVVIO	0	0
400006777	7,90803E+12	BEPANDEX BABY CR 30G AVO.	AVVIO	0	0
400006513	7,90803E+12	CANELA VELHO C/ SEBO CARNEIRO 200G AVO.	AVVIO	0	0
400006504	7,90803E+12	BEPANDEX DERMA CR 20G AVO.	AVVIO	0	0
400006510	7,90803E+12	BEPANDEX TATOO CR 20G AVO.	AVVIO	0	0
400006509	7,90803E+12	BEPANDEX DERMA MAOS 50G AVO.	AVVIO	0	0
400005793	7,90835E+12	GEL PEEL OFF ROSA ARG.NEG.DERMACHEM PLK.	PROLINK	0	0
400005907	7,90835E+12	GEL PEEL OFF OURO DERMACHEM PLK.	PROLINK	0	0
400005908	7,90835E+12	GEL PEEL OFF ROSA MOSQUET DERMACHEM PLK.	PROLINK	0	0
400005909	7,90835E+12	GEL PEEL OFF PEPINO DERMACHEM PLK.	PROLINK	0	0
400008509	7,90835E+12	SERUM ANTI OLHEIRAS 30ML PLK.	PROLINK	0	0
400008510	7,90835E+12	SERUM MELASMA CLEAR 30ML PLK.	PROLINK	0	0
400008511	7,90835E+12	SERUM EFEITO SECATIVO 30ML PLK.	PROLINK	0	0
400008508	7,90835E+12	SERUM ANTI AGING EFEIT LIFTING 30ML PLK.	PROLINK	0	0
400005910	7,90835E+12	ALCOOL ALMOTOLIA 100ML PLK.	PROLINK	0	0
400008517	7,90835E+12	SEPTPRO GEL 70 VALVULA PUMP 440G PLK.	PROLINK	0	0
400008515	7,90835E+12	SABONETE ULTRA HIDR ROSA MOSQ 100ML PLK.	PROLINK	0	0
400008516	7,90835E+12	SABONETE VITA C ANTI IDADE 100ML PLK.	PROLINK	0	0
400008514	7,90835E+12	SABON PELE OLEO ACIDO SALICI 100ML PLK.	PROLINK	0	0
400005795	7,90835E+12	GEL ESF ENZIMATICO DERMACHEM 100G PLK.	PROLINK	0	0
400005912	7,90835E+12	GEL ESF VITAMINA C DERMACHEM 100G PLK.	PROLINK	0	0
400008513	7,90835E+12	OLEO DE ROSA MOSQ FARMACHEM 100ML PLK.	PROLINK	0	0
400008286	7,90835E+12	GEL ESF MAKE OUT DERMACHEM 100G PLK.	PROLINK	0	0
400007693	7,90835E+12	PROTETOR LABIAL SUN FRUTIS CEREJA PLK.	PROLINK	0	0
400007695	7,90835E+12	PROTETOR LABIAL SUN FRUTIS MELANCIA PLK.	PROLINK	0	0
400007689	7,90835E+12	PROTETOR LABIAL SUN FRUTIS MORANGO PLK.	PROLINK	0	0
400007691	7,90835E+12	PROTETOR LABIAL SUN FRUTIS UVA PLK.	PROLINK	0	0
400007697	7,90835E+12	PROTETOR LABIAL SUN FPS15 PLK.	PROLINK	0	0
400007699	7,90835E+12	PROTETOR LABIAL SUN FPS30 PLK.	PROLINK	0	0
400007701	7,90835E+12	PROTETOR LABIAL SUN FPS50 PLK.	PROLINK	0	0
400008507	7,90835E+12	SERUM HIALURONIC 1,5% 30ML PLK.	PROLINK	0	0
400005913	7,90835E+12	PREVENT C 1000MG 60CA VITAMINA C PVT.	PREVENT PHARMA	0	0
400005796	7,90835E+12	PREVENT C TRIPLA ACAO 60CA PVT.	PREVENT PHARMA	0	0
400005797	7,90835E+12	PREVENT C TRIPLA ACAO 150CA PVT.	PREVENT PHARMA	0	0
400005798	7,90835E+12	POWER MILL IMMUNE 60CA PVT.	PREVENT PHARMA	0	4.52
400005799	7,90835E+12	PREVENT C MAX TRIPLA ACAO 60CA PVT.	PREVENT PHARMA	0	6.3
400005914	7,90835E+12	MAIS ZEN 30CA PASSIFLORA+TRIPTOFANO PVT.	PREVENT PHARMA	0	0
400005800	7,90835E+12	POWER MILL AZUNISSEX 60CA MULTIVIT. PVT.	PREVENT PHARMA	0	4.41
400005802	7,90835E+12	POWER MILL AZ 150CA VIT+SAIS MINER. PVT.	PREVENT PHARMA	0	0
400005803	7,90835E+12	POLIVITA MILL MULHER AZ 60CA MBM.	POLIVITA/MAISBARATO&MUNDIAL	0	0
400005804	7,90835E+12	POLIVITA MILL MDK 60 CA MULTIVITAM. MBM.	POLIVITA/MAISBARATO&MUNDIAL	0	0
400005805	7,90835E+12	POLIVITA MILL HOMEM AZ 60CA MBM.	POLIVITA/MAISBARATO&MUNDIAL	0	0
400005806	7,90835E+12	POLIVITA MILL OMEGA 3 90CA MBM.	POLIVITA/MAISBARATO&MUNDIAL	0	0
400005807	7,90835E+12	POLIVITA MILL CAL D3 600MG 60CA MBM.	POLIVITA/MAISBARATO&MUNDIAL	0	0
400005808	7,90835E+12	POLIVITA MILL CABELO EUNHA 60CA MBM.	POLIVITA/MAISBARATO&MUNDIAL	0	0
400005809	7,90835E+12	REUMATRITE P.A DISP 12UN 33G PVT.	PREVENT PHARMA	0	0
400007435	7,90835E+12	ACALM 30CA PASSIFLORA+TRIPTOFANO RBR.	ACALM/REDE BRASILEIRA	0	0
400005915	7,90835E+12	ACALM 30CA PASSIFLORA+TRIPTOFANO RBR.	ACALM/REDE BRASILEIRA	0	0
400005916	7,90835E+12	POWER WAY CALM 30CA PASSIFL+TRIPTO CUM.	POWER WAY/REDE CUMANI	0	0
400005917	7,90835E+12	POWER WAY OMEGA 3 90CA VIT+MINER CUM.	POWER WAY/REDE CUMANI	0	0
400005812	7,90835E+12	POWER WAY CABELO UNHA60CA VIT+MINER CUM.	POWER WAY/REDE CUMANI	0	0
400005918	7,90835E+12	POWER WAY A-Z MULHER 60 CAP PVT	POWER WAY/REDE CUMANI	0	0
400005919	7,90835E+12	POWER WAY AZ HOMEM 60CA VIT+MINER CUM.	POWER WAY/REDE CUMANI	0	0
400005920	7,90835E+12	POWER WAY ENERGY AZ 60CA VIT+MINER CUM.	POWER WAY/REDE CUMANI	0	0
400005921	7,90835E+12	POWER WAY CAL-D3 60CA VIT+MINER CUM.	POWER WAY/REDE CUMANI	0	0
400005813	7,90835E+12	PREVENT IMUNE ZIN+QUEL 29,59MG60CAP PVT.	PREVENT PHARMA	0	4.24
400005922	7,90835E+12	MACA PERUANA 2000MG 90CA VIGOR MAX PVT.	PREVENT PHARMA	0	0
400006683	7,90835E+12	PREVENT C + ZINCO EFERV 10CP PVT.	PREVENT PHARMA	0	0
400006685	7,90835E+12	PREVENT C TRIPLA ACAO 1G 10CP EFERV PVT	PREVENT PHARMA	0	0
400006686	7,90835E+12	PREVENT C EFERV MAX TRIP ACAO 30CP PVT.	PREVENT PHARMA	0	0
400007339	7,90835E+12	PREVENT C EFERV 1G 10CP VITAMINA C PVT.	PREVENT PHARMA	0	2.5
400007605	7,90835E+12	PREVENT C EFERV 30CP VITAMINA C PVT.	PREVENT PHARMA	0	0
400007342	7,90835E+12	POWER MILL AZ KIT UNISEX LEV3 PAG2 PVT.	PREVENT PHARMA	0	0
400008528	7,90835E+12	POWER WAY CABELO E UNHA 60 CAP CUM.	POWER WAY/REDE CUMANI	0	0
400008533	7,90835E+12	POWER WAY CLORETO DE MAGNESIO 60CAP CUM.	POWER WAY/REDE CUMANI	0	0
400008527	7,90835E+12	POWER WAY OMEGA 3 90 CAP CUM.	POWER WAY/REDE CUMANI	0	0
400008532	7,90835E+12	POWER WAY ENERGY 60 CAP CAF+ VIT CUM.	POWER WAY/REDE CUMANI	0	0
400008529	7,90835E+12	POWER WAY AZ MULHER 60 CAP VIT CUM.	POWER WAY/REDE CUMANI	0	0
400008531	7,90835E+12	POWER WAY AZ HOMEM 60 CAP VIT CUM.	POWER WAY/REDE CUMANI	0	0
400008530	7,90835E+12	POWER WAY TESTO BLACK 60 CA CUM.	POWER WAY/REDE CUMANI	0	0
400005923	7,90841E+12	NEB E INAL COMPRESSOR EASYNEB HC267 MLT	MULTILASER (INATIVO)	0	0
400008078	7,90841E+12	MASCARA TNT TRIPLA DESC AZUL 50UN MLT.	MULTILASER (INATIVO)	0	0
400007918	7,90841E+12	INALADOR COMPRESSOR COMPACT NEB MLT.	MULTILASER (INATIVO)	0	59.18
400007241	7,90846E+12	MASCARA HIDRA SOS BABOSA 1KG SLN.	SALON LINE	0	0
400007183	7,90846E+12	MASCARA SOS CRON CAP HIDRAT 300G SLN.	SALON LINE	0	0
400007180	7,90846E+12	MASCARA SOS CRON CAP RECONST 300G SLN.	SALON LINE	0	0
400007181	7,90846E+12	MASCARA SOS CRON CAP NUTRIÇÃO 300G SLN.	SALON LINE	0	0
400007182	7,90846E+12	MASCARA CRON CAP FORCA CRESCIMENTO 300G	SALON LINE	0	0
400007141	7,90846E+12	CR PENTEAR LINHACA 1KG SLN.	SALON LINE	0	0
400007234	7,90846E+12	MASCARA MARSALA ROXO MEU LISO 300G SLN.	SALON LINE	0	0
400007216	7,90846E+12	MASC.MARS.ROX MAIONESE TO CACHO500G SLN.	SALON LINE	0	0
400008050	7,90853E+12	TRAUMAFLAN GEL METILA+ASSOC 60G HTY.	HEALTHY	0	0
400005924	7,9819E+11	MASCARA RESPIRADOR PFF2 N95 FXM.	FLEX MAKER	0	0
400006630	8,47E+12	SKIN-CAP SPRAY 100 ML CAT.	CATARINENSE	0	0
400006818	8,80932E+12	TESTE COVID19 ANTIGERNO 25 TESTES RCD.	ROCHE DIAGNOSTICO	0	0
400005925	8,90115E+12	METOPROLOL G.BLB 100MG 30CP	BIOLAB GEN	0	22.08
400005926	8,90115E+12	METOPROLOL G.BLB 25MG 30CP	BIOLAB GEN	0	0
400005927	8,90115E+12	METOPROLOL G.BLB 50MG 30CP	BIOLAB GEN	0	12.86
400007878	8,90222E+12	OXCARBAZEPINA G. TOR 300 MG 30 CP (C1)	TORRENT GEN	0	23.61
400007868	8,90222E+12	METFORMINA G. TOR 500MG LIB PROL 30 CP	TORRENT GEN	0	0
400007879	8,90222E+12	OXCARBAZEPINA G. TOR 600 MG 30 CP (C1)	TORRENT GEN	0	52.82
400007864	8,90222E+12	LAMOTRIGINA G. TOR 50MG 30 CP (C1)	TORRENT GEN	0	7.88
400007855	8,90222E+12	DONEPEZILA G. TOR 10MG 30 CP (C1)	TORRENT GEN	0	19.85
400007858	8,90222E+12	ESCITALOPRAM G. TOR 10MG 30 CP (C1)	TORRENT GEN	0	4.06
400007887	8,90222E+12	VALSARTANA+HCT G. TOR 80+12,5MG 30 CP	TORRENT GEN	0	0
400007886	8,90222E+12	VALSARTANA+HCT G. TOR  320+25MG 30 CP	TORRENT GEN	0	0
400007885	8,90222E+12	VALSARTANA+HCT G. TOR 320+12,5  MG 30 CP	TORRENT GEN	0	0
400007884	8,90222E+12	VALSARTANA+HCT G. TOR 160+25MG 30 CP	TORRENT GEN	0	0
400007883	8,90222E+12	VALSARTANA+HCT G. TOR 160+12,5MG 30 CP	TORRENT GEN	0	27.37
400007874	8,90222E+12	NEBIVOLOL G. TOR 5MG 30 CP	TORRENT GEN	0	7.63
400007893	8,90386E+12	SERTRALINA G. TOR 50 MG 30 CP (C1)	TORRENT GEN	0	3.01
400007852	8,90386E+12	CITALOPRAM G. TOR 20MG 28 CP (C1)	TORRENT GEN	0	5.22
400007866	8,90386E+12	LAMOTRIGINA G. TOR CD 25MG 30 CP (C1)	TORRENT GEN	0	0
400007867	8,90386E+12	LAMOTRIGINA G. TOR CD 50MG 30 CP (C1)	TORRENT GEN	0	0
400007865	8,90386E+12	LAMOTRIGINA G. TOR CD 100MG 30 CP (C1)	TORRENT GEN	0	0
400007894	8,90386E+12	SIBUTRAMINA G. TOR  15MG 30 CA (B2)	TORRENT GEN	0	12.16
400007872	8,90386E+12	MIRTAZAPINA G. TOR 30 MG 30 CP (C1)	TORRENT GEN	0	10.1
400000043	9,9E+12	SACOLA PLAS AIRELA FLUIVE C/1000UN AIR.	AIRELA	0	0
400006712		FIXA DERME COLAGENO 15SC 3 GOMAS CAN.	VALDA	0	0
400008403		DMAX 2.000UI 30CP VIT D AIR.	AIRELA	0	0
400008939	7,89893E+12	CELECOXIBE G. ZYD 200 MG 10 CA (C1)	ZYDUS GEN	0	0
400008940	7,89132E+12	HIDROXIZINA G. EUR SOL 120 ML	EUROFARMA GEN	0	0
400008970	7,90803E+12	OLEO DE AMENDOAS 100ML AVO.	AVVIO	0	0
400008971	7,89708E+12	SECNIDAZOL G. RAN 1000 MG 2 CP	RANBAXY GEN	0	0
400008961	7,89708E+12	SECNIDAZOL G. RAN 1000 MG 4 CP	RANBAXY GEN	0	0
400008962	7,89708E+12	ESOMEPRAZOL G. RAN 20 MG 14 CP	RANBAXY GEN	0	0
400008963	7,89708E+12	ESOMEPRAZOL G. RAN 40 MG 14 CP	RANBAXY GEN	0	0
400008964	7,89811E+12	CONFIRA TESTE DE GRAVIDEZ SFM.	SANFARMA (INATIVO)	0	0
400008973	7,89811E+12	CONFIRA PRATIC CANETA TESTE DEGRAV. SFM.	SANFARMA (INATIVO)	0	0
400008967	7,89811E+12	PROTETOR OCULAR EST. SANCARE G 10UN SFM.	SANFARMA (INATIVO)	0	0
400008979	7,89811E+12	PROTETOR OCULAR EST. SANCARE P 10UN SFM.	SANFARMA (INATIVO)	0	9.19
400008978	7,89811E+12	PROTETOR OCULAR EST. SANCARE M 10UN SFM.	SANFARMA (INATIVO)	0	8.83
400008945	7,89132E+12	ENXAGUANTE BUCAL OAZ HORTELA 250 ML EUR.	EUROFARMA SIM	0	0
400008975	7,89805E+12	SUAVEBABY POM 45 G ZINCO+ASSOC VIT.	VITAMEDIC SIM	0	0
400008983	7,89822E+12	DONEPEZILA G. PBL 10 MG 30 CP (C1)	PHARLAB GEN	0	18.48
400008987	7,89962E+12	RISPERIDONA G. GLO 3 MG 30 CP (C1)	GLOBO GEN	0	4.96
400009001	7,89872E+12	ESTOMACAL 50 SC SABOR ABACAXI PVT.	PREVENT PHARMA	0	0
400009002	7,89872E+12	MAIS ZEN NOITE 30CA MELA+INOS+TRIPO PVT.	PREVENT PHARMA	0	0
400009003	7,89872E+12	GASTRO FRESH  150ML SUSP ORAL MENTA PVT	PREVENT PHARMA	0	0
400009004	7,89872E+12	CAFEINA POWER 200 MG 120 CA PVT.	PREVENT PHARMA	0	0
400008989	7,8918E+12	FITA MICRO SALVELOX 5CMX4,5M CRM.	CREMER	0	3.08
400009005	7,89611E+12	PARACETAMOL G. TEU SUS + SERINGA 15ML	TEUTO GEN	0	0
400008990	7,89611E+12	PARACETAMOL G. TEU SUS+COPO MEDIDA 60ML	TEUTO GEN	0	0
400009009		GLUTEZYM PROTEASE 348.000 PPI 6 CA MAX.	MAXINUTRI	0	0
400007422	7,89114E+12	VALDA TABLETE DIET SACHE C 6 UN CAN.	VALDA	0	0
400005028	7,89114E+12	VALDA TABLETE SACHE 6UN CAN.	VALDA	0	36.14
400009059	73852055375	GEL ANTIS. ALC ADV PUR P MÃOS 354ML CRM.	CREMER	0	0
400009058	73852055528	GEL  ANTIS. ALCO ADVANCE PUREL 60ML CRM.	CREMER	0	0
400009047	7,89172E+12	ACICLOVIR G. MER 200 MG 30 CP	MERCK GEN	0	0
400009056	7,8918E+12	ALGODAO QUADRADO 100UN CRM.	CREMER	0	0
400009057	7,8918E+12	ALGODAO QUAD FILEIRA DUPLA 100UN CRM.	CREMER	0	0
400009049	7,8918E+12	CINTA MODELADORA M C VELCRO CRM.	CREMER	0	0
400009050	7,8918E+12	CINTA MODELADORA G C VELCRO CRM.	CREMER	0	0
400009054	7,8918E+12	TIPOIA ORTOPEDICA TAM M S/ ALMOFADA CRM.	CREMER	0	0
400009055	7,8918E+12	TIPOIA ORTOPEDICA TAM G S/ ALMOFADA CRM.	CREMER	0	0
400009046	7,8969E+12	PROT FACIAL FPS50 TRANS SUNLESS 35G FAX.	FARMAX	0	0
400009100	7,89967E+12	DESO AER CANDY 150ML ABV.	ABOVE	0	4.41
400009106	7,89967E+12	DESO AER LADY 150ML ABV.	ABOVE	0	4.41
400009101	7,89967E+12	DESO AER MASC. COUNTRY 150ML ABV.	ABOVE	0	0
400009105	7,89967E+12	DESO AER FRESH 150ML ABV.	ABOVE	0	4.41
400009110	7,89967E+12	DESO AER URBAN 150ML ABV.	ABOVE	0	0
400009109	7,89967E+12	DESO AER SPORT 150ML ABV.	ABOVE	0	4.9
400009024	7,89967E+12	ESPUMA DE BARBEAR 200ML ABV.	ABOVE	0	0
400009098	7,89967E+12	PROTETOR SOLAR FPS 30 150ML ABV.	ABOVE	0	0
400009099	7,89967E+12	PROTETOR SOLAR FPS 50 150ML ABV.	ABOVE	0	0
400009097	7,89967E+12	PROTETOR SOLAR FPS 15 150ML ABV.	ABOVE	0	0
400009071	7,89967E+12	DESO AER TEEN BE POSIT 150ML ABV.	ABOVE	0	0
400009072	7,89967E+12	DESO AER TEEN DREA BIG 150ML ABV.	ABOVE	0	0
400009073	7,89967E+12	DESO AER TEE GOOD VIBE 150ML ABV.	ABOVE	0	0
400009107	7,89967E+12	DESO AER S PERF 150ML ABV.	ABOVE	0	0
400009020	7,89967E+12	POS SOL 150ML ABV.	ABOVE	0	0
400009021	7,89967E+12	DESO INTIMO TALCO 100ML ABV.	ABOVE	0	0
400009096	7,89967E+12	MOUSSE CORPORAL 150ML ABV.	ABOVE	0	0
400009103	7,89967E+12	DESO AER SPORT ENERGY 150ML ABV.	ABOVE	0	4.41
400009104	7,89967E+12	DESO AER SPOR ENER MEN 150ML ABV.	ABOVE	0	4.41
400009022	7,89967E+12	ESPUMA DE BARBEAR COM LAMINA 200ML ABV.	ABOVE	0	0
400009074	7,89967E+12	DESO AER TEEN BOY ALUM 150ML ABV.	ABOVE	0	0
400009025	7,89967E+12	REPELENTE DE INSETOS 150ML ABV.	ABOVE	0	9.29
400009108	7,89967E+12	DESO AER SOFT CREME AL 150ML ABV.	ABOVE	0	0
400009040	7,89967E+12	SPRAY BUCAL ICE 15ML ABV.	ABOVE	0	0
400009039	7,89967E+12	SPRAY BUCAL MENTA 15ML ABV.	ABOVE	0	0
400009102	7,89967E+12	DESO AER DOLCE VITA 150ML ABV.	ABOVE	0	4.21
400009119	7,89967E+12	DESO AERO ABOVE ELEM CANYON 150ML ABV.	ABOVE	0	0
400009120	7,89967E+12	DESO AER ELEM VULC ACO 150ML ABV.	ABOVE	0	0
400009118	7,89967E+12	DESO AER ELEM OCEA ACO 150ML ABV.	ABOVE	0	0
400009117	7,89967E+12	DESO AER ELE HURRI ACO 150ML ABV.	ABOVE	0	0
400009029	7,89967E+12	SHAMPOO A SECO FRESH 150ML ABV.	ABOVE	0	0
400009028	7,89967E+12	SHAMPOO A SECO COCONUT 150ML ABV.	ABOVE	0	0
400009027	7,89967E+12	SHAMPOO A SECO CANDY 150ML ABV.	ABOVE	0	0
400009030	7,89967E+12	SHAMPOO A SECO NEUTRAL 150ML ABV.	ABOVE	0	0
400009075	7,89967E+12	DESO AER TEEN BE SWEE 150ML ABV.	ABOVE	0	0
400009026	7,89967E+12	REPELENTE INS PROT SOL FPS30 150ML ABV.	ABOVE	0	0
400009122	7,89967E+12	DESO AER INVISIBLE MEN 150ML ABV.	ABOVE	0	0
400009121	7,89967E+12	DESO AER INVISI WOMEN 150ML ABV.	ABOVE	0	0
400009090	7,89967E+12	DESO FEEL FR ZE S/ALU M 150ML ABV.	ABOVE	0	4.41
400009089	7,89967E+12	DESO FEEL FR ZE S/ALU W 150ML ABV.	ABOVE	0	4.41
400009123	7,89967E+12	DESO AER MAXX CANDY 250ML ABV.	ABOVE	0	5.39
400009124	7,89967E+12	DESO AER MAXX DOL VITA 250ML ABV.	ABOVE	0	4.41
400009127	7,89967E+12	DESO AER MAX ENERG MEN 250ML ABV.	ABOVE	0	5.39
400009128	7,89967E+12	DESO AER MAX CLA.EN WO 250ML ABV.	ABOVE	0	0
400009126	7,89967E+12	DESO AER MAX ELEM OCEA 250ML ABV.	ABOVE	0	0
400009125	7,89967E+12	DESO AER MAX ELEM HUR 250ML ABV.	ABOVE	0	4.41
400009068	7,89967E+12	DESO AER PERS.PEAC&FASH 150ML ABV.	ABOVE	0	4.9
400009069	7,89967E+12	DESO AER PERS.STRO&CLAS 150ML ABV.	ABOVE	0	0
400009067	7,89967E+12	DESO AER PERS.FIER&SAVA 150ML ABV.	ABOVE	0	4.9
400009070	7,89967E+12	DESO AER PERS.UN&MODE AL 150ML ABV.	ABOVE	0	0
400009093	7,89967E+12	DESO COR BLACK SER MARI 100ML ABV.	ABOVE	0	4.83
400009091	7,89967E+12	DESO COR BLACK SER CLAS 100ML ABV.	ABOVE	0	0
400009092	7,89967E+12	DESO COR BLACK SER EXTR 100ML ABV.	ABOVE	0	0
400009114	7,89967E+12	DESO AER DERMA 72H MEN 150ML ABV.	ABOVE	0	0
400009115	7,89967E+12	DESO AER DER 72H WOMEN 150ML ABV.	ABOVE	0	0
400009116	7,89967E+12	DESO AER DERM 72H S/PE 150ML ABV.	ABOVE	0	0
400009130	7,89967E+12	DESO AER MAX PER.PE&FA.250ML ABV.	ABOVE	0	0
400009129	7,89967E+12	DESO MAXX PERS.FIER&SAV 250ML ABV.	ABOVE	0	7.02
400009080	7,89967E+12	DESO AER ONE BY SPO ME 150ML ABV.	ABOVE	0	4.51
400009076	7,89967E+12	DESO AER BY ENERG MEN 150ML ABV.	ABOVE	0	0
400009079	7,89967E+12	DESO AER ONE BY PAS WO 150ML ABV.	ABOVE	0	4.8
400009077	7,89967E+12	DESO AER ONE BY LOV WO 150ML ABV.	ABOVE	0	0
400009078	7,89967E+12	DESO AER ONE BY MOV WO 150ML ABV.	ABOVE	0	0
400009094	7,89967E+12	DESO AER ELEME CARBACT 150ML ABV.	ABOVE	0	0
400009095	7,89967E+12	DESO AER ELEM SHI SIL 150ML ABV.	ABOVE	0	0
400009131	7,89967E+12	DESO AER NEY JR TE BOY 150ML ABV.	ABOVE	0	0
400009132	7,89967E+12	DESO AER NEY JR TE GIR 150ML ABV.	ABOVE	0	0
400009061	7,89967E+12	DESO AER NEYMAR JR MEN 150ML ABV.	ABOVE	0	0
400009062	7,89967E+12	DESO AER NEYMAR JR WO 150ML ABV.	ABOVE	0	0
400009060	7,89967E+12	DESO AER NEY JR S/PERF 150ML ABV.	ABOVE	0	0
400009064	7,89967E+12	DESO AER PED PE PRO NEY JR ME ABV.	ABOVE	0	0
400009065	7,89967E+12	DESO AER PED PE PRO NEY JR WO ABV.	ABOVE	0	0
400009063	7,89967E+12	DESO AER PED PE PRO NEY JR UN ABV.	ABOVE	0	0
400009081	7,89967E+12	DESO ROLLON ELEM OCE MEN 50ML ABV.	ABOVE	0	0
400009082	7,89967E+12	DESO ROLL ELE SHI SIL ME 50ML ABV.	ABOVE	0	0
400009083	7,89967E+12	DESO ROLL PERS.FI&SAV WO 50ML ABV.	ABOVE	0	0
400009084	7,89967E+12	DESO ROLL PERS.PEAC&FAS 50ML ABV.	ABOVE	0	4.12
400009085	7,89967E+12	DESO ROLLON SPOR ENE MEN 50ML ABV.	ABOVE	0	0
400009086	7,89967E+12	DESO ROLLON SPORT ENE WO 50ML ABV.	ABOVE	0	0
400009087	7,89967E+12	DESO ROLLON DERMACL MEN 50ML ABV.	ABOVE	0	0
400009088	7,89967E+12	DESO ROLLON DERMACLIN WO 50ML ABV.	ABOVE	0	0
400009112	7,89967E+12	DESO AER CREAM SHINE 150ML ABV.	ABOVE	0	0
400009111	7,89967E+12	DESO AER CREAM LIGHT 150ML ABV.	ABOVE	0	0
400009023	7,89967E+12	ESPUMA DE BARBEAR ELE CAR ACT 200ML ABV.	ABOVE	0	8.84
